PID,SalePrice
535403150,150719.39585505892
533251110,346362.9947232092
535457010,208413.39562013373
528110040,411810.02446931973
923252080,130867.14498371677
909101010,111351.25247211568
535177110,185689.52115534572
528354050,327036.40009751124
528235000,185590.76318663498
909252150,158633.7110523749
909275110,182675.51163785905
534427040,156247.91287295846
535151080,147898.94578558113
923226320,100468.83773872256
535450210,140574.384493188
905403050,85585.31632677559
535382150,87192.16133167036
535176070,152690.92891185777
905103140,120037.70577767165
534201260,149287.22235653363
531451110,96151.64807045646
528348010,321659.5066934698
527212050,471413.2882665284
532377130,133809.48630897328
535325320,112188.51129180426
535383110,108076.37658001669
531450030,193436.27960328246
903401020,173020.6000657063
531363050,176311.136316197
528358030,369664.3257396873
528456230,223352.26983256685
903227140,115203.44188272255
909179020,252816.58136817906
905202090,106215.61347813159
535453040,112994.42977162078
535302130,132166.0397928944
528480040,265276.8392544985
905104180,113109.16412365297
534451050,131965.71386537654
531452010,85437.21208893508
923228220,79559.56215156987
903233100,145852.07763541397
906392080,206322.78956726147
903232090,152561.15536811715
903426200,167950.10465374961
903451110,134365.28605039464
909250150,181608.2064363379
527180040,213308.9884954691
909253080,156376.0403823019
534431130,113195.09944497934
921205070,311688.9704098422
527105060,171237.9556372352
528290140,184136.69350187015
527451110,123039.45641160617
903201080,180210.28563515143
921128050,329129.507838801
905101330,101949.253045619
909250200,138519.1779157119
916403020,258065.91465610173
535151020,136259.42310787737
908152290,121208.42321899487
535355100,103093.74212650396
923400125,144893.31801108783
903227020,134609.73837080924
528322020,349200.35475540813
909451140,127712.34853859385
909451020,101032.04468966695
908225290,125598.50882433122
532377100,119291.84686345095
534129380,148923.01554483594
902304040,113678.84065717924
534276180,126260.2762868451
528222040,195225.15328425588
528176070,335858.91579168616
902400110,435551.14921354735
903233030,129188.09424827574
531367050,221861.36903959978
907227300,144362.7199439495
923226290,63646.68339361064
906340080,310356.6136225923
533206050,201549.17278779158
535304170,156856.73867796268
528315060,299727.546727153
923276030,144171.01011294313
907270050,258472.7120228093
902109080,131445.77776758745
904100030,113837.44783296622
528439050,250079.5085924836
534401110,140709.5613924102
908275040,111458.86094740592
902300040,106728.08133061137
527302020,238225.33660357958
534477110,171560.58067960013
527325090,190527.8805615073
902106130,121149.23254457628
528164040,354219.48451362783
906203140,212484.8657270167
535375040,78828.37735035038
527455060,133326.35552349268
535451250,170228.00469220057
907131190,204133.15901506133
923425030,133049.4209137964
911204090,167167.29401373677
907290160,121178.2347658081
909451100,129590.18307505641
534426040,133806.11077571707
916386180,215124.4986499925
907405030,224452.76441873657
903226060,185244.5512223537
528315070,299046.7779587256
527210030,495869.84853025246
533212050,141805.40200300794
528228460,159568.654023848
535105060,191795.50306074182
906392070,204943.02363173617
914476130,140727.282627963
908275180,129923.56753249792
533236040,182509.98176035658
533254110,327072.61032568663
534455030,161348.27856219
528321010,357695.7800965449
528435060,272474.62471032655
535403200,124024.91962866858
528110020,457796.9075701949
907194130,201163.23816383397
528186190,253316.9455527519
902206040,128088.86518430663
921128020,324254.1344359191
533250110,221811.27594021102
534479300,117254.25552428188
534225120,117057.34627086949
903425245,203112.52199810138
533130170,400030.8403912587
909100080,152157.28703503637
923230180,147861.6465344997
533223020,169625.40911945887
905106170,115077.08302928228
907202220,139192.18069893867
907251100,233791.54538555676
527163010,183022.95036666002
526353030,250244.69783061417
903425420,115671.18182923179
528108070,345960.5011963262
903401030,132872.90403309744
531375110,153090.21962454356
904301410,125390.34466360137
902204120,132631.29800635763
904302020,83431.65595005779
902202090,138860.74577748543
528344020,349877.9303014735
908103260,114103.62438838929
909251170,156894.95146059757
911370450,236212.65551387798
903456110,237214.73316390812
908276230,97202.11630028393
535105160,131969.52025105804
902207130,39801.26520223124
923228230,64992.52156280354
903457040,198939.180560329
908102130,139155.48282252112
535151040,138673.45084684342
921126010,270016.6014728723
534276010,92543.56159053929
534204030,127451.85332720261
911104060,28345.447147403378
903450110,107606.89327864535
527328050,149904.14144693362
910206010,29690.6321728942
527451400,88791.62189680245
907290090,227505.42719274247
531363030,185999.27326792432
528218080,174100.2710784441
527451200,114677.6126963934
903427120,148482.93908966891
534431020,116553.52638012497
535153140,211802.67824182427
534403290,216011.93971399544
534479120,113510.25479405327
907135040,156518.28606500523
533350050,287916.8663798296
535451110,117412.44839377422
533213070,169745.92390501266
916384100,238350.94611734524
535126040,207960.72594980337
909282060,202539.60978690907
528427100,249502.71391887637
534430090,122275.4296261482
528348030,319160.2534332946
923228390,36777.97618262144
908186050,111317.771847405
531452100,127139.83489585016
902207150,109421.42891068663
528120160,357217.33600047184
535354130,140427.87150054472
533208090,199031.76008747192
535381060,57923.04058410507
527452190,154374.36061506066
903233120,136816.13869685773
905109130,288175.67985290894
909281030,215754.73143191403
910203250,47447.88663696358
528294010,183403.83374582045
528172020,305685.5269158622
535380010,142059.68591429386
916382010,222690.32112197718
532479140,148429.90257289354
905452040,157911.2989481697
534475185,168128.9032505746
534178010,106769.36022049701
527212040,459256.26520906296
909175030,154504.71947296895
531479030,124045.56179602025
902100130,73511.62140766531
909101070,65461.981717278715
902109130,126500.52571357321
528365070,345952.79848916037
534276360,127538.80708212685
527180100,199556.95234733587
527455100,123258.04628565861
902301130,95317.03893177211
532378120,96077.8168104915
903455140,137161.28952005086
910201050,145793.98650985444
923400040,172070.2721630903
914476430,184817.9151817956
533206070,226572.89094310906
909451130,101580.5132070207
903226150,124694.50537943374
534400050,205636.1883120844
908102160,111623.2790768384
533236050,204443.7922442765
528488140,226315.15495397942
906380010,187635.18601981457
903454090,156002.95608863933
535450310,177210.01087272586
531371070,181567.88036219496
531477050,130204.54557219148
905103180,111615.42145281332
902402130,119637.7115702969
531452260,174399.85422796104
527376110,193426.35571798915
909250220,115860.56601778837
527427160,133248.857944604
907202050,200571.85263223294
531379050,222846.06495953025
528240030,197708.62445321633
903430090,183599.23203458916
534127080,227952.24008022016
907265100,211090.72664594464
527405130,100896.00954462681
532351050,111452.57328931661
535305030,109658.3714843723
535450190,90841.48028802406
527355280,200657.81768275797
906380190,203757.5289453203
907203090,145589.91881827218
908203100,96550.59753163112
905200260,148175.203757321
906475170,313778.0136166122
909201110,157070.14755768096
534126090,215099.15361839533
907200190,119001.27658123756
534430050,124072.52283756807
909201180,160361.01542890957
528108130,368894.0685571609
909276200,151993.0092030801
916402015,226535.90846271534
904100190,113188.49401823385
532353130,121101.83299103705
527145090,362979.3462265562
535375130,99618.64016317343
533254100,274861.01932397205
528142110,350697.51007997897
528235200,190978.5441368129
923202015,188708.34894684935
905451340,84440.98527214117
528218100,161632.31241625315
528240130,207975.03322490957
911370540,247527.93813822977
909175050,211497.2992085782
907410040,199683.2488613734
528108010,305879.8685619668
531376030,193439.3403166621
905453080,201991.29945760733
906226120,158824.29001367232
908154080,322535.6377242361
534451120,106917.55553705106
535478090,104656.1835269304
903206170,171934.67547728214
902406030,107693.50147108268
907414040,194342.632842415
911102170,46387.404554756824
923225360,87544.23394637322
902106040,158435.65517569846
534477090,161400.24797270074
906378150,294868.5737599465
535325460,190997.14641075255
534275220,100344.03583634598
535353140,97297.11495462246
907412020,205781.8351989207
528358040,333056.3239759407
906380200,196216.51691683568
903231080,111363.08206100157
907275080,234694.7138854419
533212110,151724.009477661
904301110,115241.93818442943
531363040,184025.61898472393
535104120,216207.63193403464
527427110,113435.80060511967
527354050,169276.35813350044
907420060,182569.21651005
905101300,128832.68064110028
528435050,275598.37989686197
903234160,127191.77907485608
534177230,197345.44427549234
923228270,65835.03743236465
535427070,296616.1071146303
527455050,137685.3132846998
535155110,126199.12859939737
923226270,112893.92782065412
909251090,271511.0860694777
535304100,170574.84932117164
916380070,292403.97453938844
534201230,113848.74461863237
535179160,115533.86104443762
531451020,168342.53175621666
528344060,347215.0791765549
535402220,207383.40881670918
903226160,136900.96411420265
902107050,101832.26462783292
905480030,115674.9527822868
527183060,342658.08947608806
909252110,156047.6540299165
902111010,109444.71404858213
535404080,118708.77634886093
908188140,121457.5737630059
907285010,217703.8943106765
905352030,257570.8251563008
535175050,197392.7954425346
906425045,147546.55995237315
535152060,122037.51976178959
903204040,167083.86112864967
903458020,55634.78631910449
923204040,164706.94558869954
903236200,102268.11434956454
535457020,153154.729890557
527451380,130866.33348718891
531375140,146095.02338037174
528174060,241308.92177050654
903400180,182902.10045907972
903227150,156867.97489317553
909250070,147414.3092804663
909425180,208762.09765238734
